parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,obs_AC_trials,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_failStep1_keyresp.keys,p_failStep1_keyresp.rt,p_failStep1_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,p_step2_keyresp.rt,p_step2_keyresp.duration,obs_instructions_1_key.keys,obs_instructions_1_key.rt,obs_instructions_1_key.duration,obs_instructions_2_key.keys,obs_instructions_2_key.rt,obs_instructions_2_key.duration,obs_attention_check_step2_keyresp.keys,obs_stim_left,obs_stim_right,obs_step1_key,obs_step1_RT,obs_step2_forest,obs_step2_basket,obs_step2_RT,obs_mult,obs_points,obs_score,obs_AC_flag,obs_AC_step1_flag,obs_AC_step2_flag,obs_AC_mistake_flag,obs_AC_no_answer_flag,obs_AC_step2_no_answer_flag,obs_AC_counter,good_answer,obs_attention_check_fail,obs.thisRepN,obs.thisTrialN,obs.thisN,obs.thisIndex,obs.ran,obs_attention_check_step1_keyresp.keys,obs_attention_check_step1_keyresp.rt,obs_attention_check_step1_keyresp.duration,obs_attention_check_step2_keyresp.rt,obs_attention_check_step2_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,t_recording.started,t_recording.stopped,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,passed_attention_check_loop.thisRepN,passed_attention_check_loop.thisTrialN,passed_attention_check_loop.thisN,passed_attention_check_loop.thisIndex,passed_attention_check_loop.ran,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239062,001,2024-11-26_17h18.46.901,experiment,2023.2.3,Win32,60.04924038,66cb585e7f2e1b60142ea1d4,674595838861194752950d0f,674602c82d723edde43ab563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,yellow_gnome,1,5,bright_forest,red_basket,orange_gnome,1,4,dark_forest,yellow_basket,5,0,0,1,yellow_gnome,bright_forest,red_basket,540,0,0,9,5,77,0,1,0.4411,,space,0.7237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239062,001,2024-11-26_17h18.46.901,experiment,2023.2.3,Win32,60.04924038,66cb585e7f2e1b60142ea1d4,674595838861194752950d0f,674602c82d723edde43ab563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,3,purple_gnome,3,4,dark_forest,yellow_basket,green_gnome,3,5,bright_forest,red_basket,20,0,0,1,purple_gnome,dark_forest,yellow_basket,560,3,-3,9,6,78,6,1,0.5068,,space,0.4381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239062,001,2024-11-26_17h18.46.901,experiment,2023.2.3,Win32,60.04924038,66cb585e7f2e1b60142ea1d4,674595838861194752950d0f,674602c82d723edde43ab563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,3,purple_gnome,3,1,dark_forest,yellow_basket,green_gnome,3,8,bright_forest,red_basket,5,0,0,1,purple_gnome,dark_forest,yellow_basket,565,0,-3,9,7,79,6,1,0.7539,,space,0.5066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239062,001,2024-11-26_17h18.46.901,experiment,2023.2.3,Win32,60.04924038,66cb585e7f2e1b60142ea1d4,674595838861194752950d0f,674602c82d723edde43ab563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,yellow_gnome,1,8,bright_forest,red_basket,orange_gnome,1,2,dark_forest,yellow_basket,40,0,0,1,yellow_gnome,bright_forest,red_basket,605,-2,3,10,0,80,4,1,0.54,,space,0.4894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239062,001,2024-11-26_17h18.46.901,experiment,2023.2.3,Win32,60.04924038,66cb585e7f2e1b60142ea1d4,674595838861194752950d0f,674602c82d723edde43ab563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,2,blue_gnome,2,6,bright_forest,red_basket,brown_gnome,2,5,dark_forest,yellow_basket,5,0,0,1,brown_gnome,dark_forest,yellow_basket,610,1,-1,10,1,81,1,1,0.9569,,space,0.5307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239062,001,2024-11-26_17h18.46.901,experiment,2023.2.3,Win32,60.04924038,66cb585e7f2e1b60142ea1d4,674595838861194752950d0f,674602c82d723edde43ab563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,4,pink_gnome,4,4,dark_forest,yellow_basket,red_gnome,4,7,bright_forest,red_basket,7,0,0,1,red_gnome,bright_forest,red_basket,617,-2,-1,10,2,82,3,1,0.6489,,space,0.2573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239062,001,2024-11-26_17h18.46.901,experiment,2023.2.3,Win32,60.04924038,66cb585e7f2e1b60142ea1d4,674595838861194752950d0f,674602c82d723edde43ab563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,4,red_gnome,4,5,bright_forest,red_basket,pink_gnome,4,3,dark_forest,yellow_basket,25,0,0,1,red_gnome,bright_forest,red_basket,642,0,-2,10,3,83,7,1,1.1422,,space,0.5733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239062,001,2024-11-26_17h18.46.901,experiment,2023.2.3,Win32,60.04924038,66cb585e7f2e1b60142ea1d4,674595838861194752950d0f,674602c82d723edde43ab563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,3,purple_gnome,3,1,dark_forest,yellow_basket,green_gnome,3,5,bright_forest,red_basket,5,0,0,1,purple_gnome,dark_forest,yellow_basket,647,0,-2,10,4,84,6,1,0.6074,,space,1.2266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239062,001,2024-11-26_17h18.46.901,experiment,2023.2.3,Win32,60.04924038,66cb585e7f2e1b60142ea1d4,674595838861194752950d0f,674602c82d723edde43ab563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,yellow_gnome,1,5,bright_forest,red_basket,orange_gnome,1,1,dark_forest,yellow_basket,0,0,1,0,orange_gnome,dark_forest,yellow_basket,647,0,2,10,5,85,4,1,0.5964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239062,001,2024-11-26_17h18.46.901,experiment,2023.2.3,Win32,60.04924038,66cb585e7f2e1b60142ea1d4,674595838861194752950d0f,674602c82d723edde43ab563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,orange_gnome,1,3,dark_forest,yellow_basket,yellow_gnome,1,5,bright_forest,red_basket,15,0,0,1,orange_gnome,dark_forest,yellow_basket,662,-2,-1,10,6,86,4,1,0.5812,,space,0.3913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239062,001,2024-11-26_17h18.46.901,experiment,2023.2.3,Win32,60.04924038,66cb585e7f2e1b60142ea1d4,674595838861194752950d0f,674602c82d723edde43ab563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,2,blue_gnome,2,3,bright_forest,red_basket,brown_gnome,2,2,dark_forest,yellow_basket,0,0,1,0,blue_gnome,bright_forest,red_basket,662,-1,1,10,7,87,5,1,0.859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239062,001,2024-11-26_17h18.46.901,experiment,2023.2.3,Win32,60.04924038,66cb585e7f2e1b60142ea1d4,674595838861194752950d0f,674602c82d723edde43ab563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,4,red_gnome,4,2,bright_forest,red_basket,pink_gnome,4,3,dark_forest,yellow_basket,2,0,0,1,red_gnome,bright_forest,red_basket,664,1,-3,11,0,88,3,1,0.9875,,space,0.4395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239062,001,2024-11-26_17h18.46.901,experiment,2023.2.3,Win32,60.04924038,66cb585e7f2e1b60142ea1d4,674595838861194752950d0f,674602c82d723edde43ab563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,yellow_gnome,1,3,bright_forest,red_basket,orange_gnome,1,0,dark_forest,yellow_basket,3,0,0,1,yellow_gnome,bright_forest,red_basket,667,-1,-1,11,1,89,0,1,0.5568,,space,0.4565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239062,001,2024-11-26_17h18.46.901,experiment,2023.2.3,Win32,60.04924038,66cb585e7f2e1b60142ea1d4,674595838861194752950d0f,674602c82d723edde43ab563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,2,brown_gnome,2,1,dark_forest,yellow_basket,blue_gnome,2,2,bright_forest,red_basket,1,0,0,1,brown_gnome,dark_forest,yellow_basket,668,2,-1,11,2,90,1,1,0.5949,,space,0.5789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239062,001,2024-11-26_17h18.46.901,experiment,2023.2.3,Win32,60.04924038,66cb585e7f2e1b60142ea1d4,674595838861194752950d0f,674602c82d723edde43ab563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,2,brown_gnome,2,0,dark_forest,yellow_basket,blue_gnome,2,4,bright_forest,red_basket,0,0,0,1,brown_gnome,dark_forest,yellow_basket,668,-2,1,11,3,91,5,1,0.7619,,space,0.4139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239062,001,2024-11-26_17h18.46.901,experiment,2023.2.3,Win32,60.04924038,66cb585e7f2e1b60142ea1d4,674595838861194752950d0f,674602c82d723edde43ab563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,pink_gnome,4,1,dark_forest,yellow_basket,red_gnome,4,2,bright_forest,red_basket,0,1,0,0,,dark_forest,yellow_basket,668,-2,2,11,4,92,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239062,001,2024-11-26_17h18.46.901,experiment,2023.2.3,Win32,60.04924038,66cb585e7f2e1b60142ea1d4,674595838861194752950d0f,674602c82d723edde43ab563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,red_gnome,4,0,bright_forest,red_basket,pink_gnome,4,3,dark_forest,yellow_basket,0,1,0,0,,dark_forest,yellow_basket,668,1,0,11,5,93,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239062,001,2024-11-26_17h18.46.901,experiment,2023.2.3,Win32,60.04924038,66cb585e7f2e1b60142ea1d4,674595838861194752950d0f,674602c82d723edde43ab563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,blue_gnome,2,1,bright_forest,red_basket,brown_gnome,2,3,dark_forest,yellow_basket,0,1,0,0,,dark_forest,yellow_basket,668,2,0,11,6,94,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239062,001,2024-11-26_17h18.46.901,experiment,2023.2.3,Win32,60.04924038,66cb585e7f2e1b60142ea1d4,674595838861194752950d0f,674602c82d723edde43ab563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,red_gnome,4,3,bright_forest,red_basket,pink_gnome,4,3,dark_forest,yellow_basket,0,1,0,0,,dark_forest,yellow_basket,668,0,-2,11,7,95,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239062,001,2024-11-26_17h18.46.901,experiment,2023.2.3,Win32,60.04924038,66cb585e7f2e1b60142ea1d4,674595838861194752950d0f,674602c82d723edde43ab563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,green_gnome,3,3,bright_forest,red_basket,purple_gnome,3,1,dark_forest,yellow_basket,0,1,0,0,,dark_forest,yellow_basket,668,4,1,12,0,96,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239062,001,2024-11-26_17h18.46.901,experiment,2023.2.3,Win32,60.04924038,66cb585e7f2e1b60142ea1d4,674595838861194752950d0f,674602c82d723edde43ab563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,orange_gnome,1,2,dark_forest,yellow_basket,yellow_gnome,1,7,bright_forest,red_basket,0,1,0,0,,dark_forest,yellow_basket,668,1,0,12,1,97,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239062,001,2024-11-26_17h18.46.901,experiment,2023.2.3,Win32,60.04924038,66cb585e7f2e1b60142ea1d4,674595838861194752950d0f,674602c82d723edde43ab563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,purple_gnome,3,2,dark_forest,yellow_basket,green_gnome,3,8,bright_forest,red_basket,0,1,0,0,,dark_forest,yellow_basket,668,-1,2,12,2,98,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239062,001,2024-11-26_17h18.46.901,experiment,2023.2.3,Win32,60.04924038,66cb585e7f2e1b60142ea1d4,674595838861194752950d0f,674602c82d723edde43ab563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,red_gnome,4,7,bright_forest,red_basket,pink_gnome,4,4,dark_forest,yellow_basket,0,1,0,0,,dark_forest,yellow_basket,668,1,3,12,3,99,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239062,001,2024-11-26_17h18.46.901,experiment,2023.2.3,Win32,60.04924038,66cb585e7f2e1b60142ea1d4,674595838861194752950d0f,674602c82d723edde43ab563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,red_gnome,4,8,bright_forest,red_basket,pink_gnome,4,7,dark_forest,yellow_basket,0,1,0,0,,dark_forest,yellow_basket,668,-2,2,12,4,100,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239062,001,2024-11-26_17h18.46.901,experiment,2023.2.3,Win32,60.04924038,66cb585e7f2e1b60142ea1d4,674595838861194752950d0f,674602c82d723edde43ab563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,orange_gnome,1,9,dark_forest,yellow_basket,yellow_gnome,1,6,bright_forest,red_basket,0,1,0,0,,dark_forest,yellow_basket,668,3,-2,12,5,101,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
