"","ID","understanding_score","pl1_understanding","pl2_understanding","score_corrected","rank","filename","binary_score","gen","parent_ID","n_miss","parent_understanding_score","parent_pl1_understanding","parent_pl2_understanding","parent_score_corrected","parent_rank","parent_filename","parent_ADVICE","parent_gen","parent_binary_score","parent_n_miss"
"34","603cc7016acd6ea2ad7f817b",0.0565476089392857,0.0570767064285714,0.05601851145,0.593625498007967,25,"210737_experiment_2024-10-01_17h24.45.179.csv",0.5859375,1,"fake 16",5,0,0,0,0,0,"None","None",0,NA,NA
"35","603ec800a82afdf93b6a050f",-0.113881871499286,-0.0631875966485714,-0.16457614635,-0.319383259911895,86,"422619_experiment_2024-10-01_17h14.28.843.csv",0.453125,1,"fake 41",29,0,0,0,0,0,"None","None",0,NA,NA
"36","604fa685e33606f9a0ee8189",0.4024636243475,0.822751322745,-0.01782407405,1.837890625,2,"956294_experiment_2024-10-01_19h07.01.974.csv",0.68359375,1,"fake 95",0,0,0,0,0,0,"None","None",0,NA,NA
"37","605e9cc770aa6d1947d02bfa",0.453028266196429,0.801369040342857,0.10468749205,0.01953125,63,"067744_experiment_2024-10-01_17h17.53.040.csv",0.5546875,1,"fake 3",0,0,0,0,0,0,"None","None",0,NA,NA
"38","606f7c477740aa708877c818",0.5114893411375,0.99979822365,0.023180458625,1.0469387755102,9,"387593_experiment_2024-10-01_17h21.02.760.csv",0.62890625,1,"fake 37",11,0,0,0,0,0,"None","None",0,NA,NA
"39","6071933c3c4ea940e3e2f175",0.0873908730133929,0.219365079364286,-0.0445833333375,0.219262295081966,54,"749007_experiment_2024-10-01_17h20.24.275.csv",0.57421875,1,"fake 69",12,0,0,0,0,0,"None","None",0,NA,NA
"40","6098491ceb27d49746c3d2dd",0.0328885765789286,0.0945524742578571,-0.0287753211,-0.418650793650794,92,"749951_experiment_2024-10-01_17h23.02.966.csv",0.53125,1,"fake 70",4,0,0,0,0,0,"None","None",0,NA,NA
"41","609911e00dd4843e39cb88ac",0.155788689562679,0.450535706102857,-0.1389583269775,0.789583333333335,20,"369675_experiment_2024-10-01_17h14.36.653.csv",0.55859375,1,"fake 35",16,0,0,0,0,0,"None","None",0,NA,NA
"42","60dc84c1e594bb1151e400a6",0.502126660425,0.99961728535,0.00463603549999999,1.69123505976096,3,"364500_experiment_2024-10-01_17h27.14.543.csv",0.6328125,1,"fake 33",5,0,0,0,0,0,"None","None",0,NA,NA
"43","60e3b450cc89a0046b21c5bc",-0.0572358631089286,-0.156746031742857,0.042274305525,1.44650205761317,4,"807505_experiment_2024-10-01_17h19.40.931.csv",0.60546875,1,"fake 78",13,0,0,0,0,0,"None","None",0,NA,NA
"44","61059c8fd2df1b4374bd21d9",0.00343088624553572,-0.0460317460464286,0.0528935185375,-0.079831932773109,73,"645897_experiment_2024-10-01_17h12.06.755.csv",0.51953125,1,"fake 55",18,0,0,0,0,0,"None","None",0,NA,NA
"45","611a3e16f34fa48850c0666c",0.1998263837125,0.42175924715,-0.022106479725,-0.282868525896415,84,"766997_experiment_2024-10-01_17h11.36.003.csv",0.546875,1,"fake 73",5,0,0,0,0,0,"None","None",0,NA,NA
"46","611e717148e6b271f0b70d6f",0.342909536220357,0.679796937000714,0.00602213544,-0.165217391304349,80,"978263_experiment_2024-10-01_17h13.13.071.csv",0.49609375,1,"fake 99",26,0,0,0,0,0,"None","None",0,NA,NA
"47","612569afac9baa5313aa08a7",0.614484126290268,0.852116398079286,0.37685185450125,3.826,1,"845078_experiment_2024-10-01_17h18.45.455.csv",0.7734375,1,"fake 83",6,0,0,0,0,0,"None","None",0,NA,NA
"48","6136001fcd0e07e6f5f66bc1",-0.0239453561196429,0.112378891585714,-0.160269603825,-0.684647302904565,97,"912296_experiment_2024-10-01_17h25.46.828.csv",0.4921875,1,"fake 90",15,0,0,0,0,0,"None","None",0,NA,NA
"49","615327ab3d238b032366a545",0.05185560399625,0.20685940858,-0.1031482005875,0.701581027667984,23,"426756_experiment_2024-10-01_12h28.12.341.csv",0.609375,1,"fake 42",3,0,0,0,0,0,"None","None",0,NA,NA
"50","62b9bd2b93657665bf0fc91d",0.245898604308036,0.505804324728571,-0.0140071161125,-0.0907258064516139,74,"575508_experiment_2024-10-01_11h31.44.126.csv",0.515625,1,"fake 51",8,0,0,0,0,0,"None","None",0,NA,NA
"51","62c856da0023abc2686d446c",0.30396089734,0.53785636393,0.07006543075,0.188559322033898,56,"295577_experiment_2024-10-01_17h19.19.397.csv",0.484375,1,"fake 25",20,0,0,0,0,0,"None","None",0,NA,NA
"52","62fb7b282ed3a1e42d9a5f46",0.359188988099107,0.795634920635714,-0.0772569444375,0.0615079365079367,61,"745416_experiment_2024-10-01_17h27.25.418.csv",0.50390625,1,"fake 68",4,0,0,0,0,0,"None","None",0,NA,NA
"53","63469c570cfe46f801523b66",0.494537925350179,0.966122020687857,0.0229538300125,0.271255060728745,50,"758869_experiment_2024-10-01_17h18.49.025.csv",0.546875,1,"fake 72",9,0,0,0,0,0,"None","None",0,NA,NA
"54","63b88b7855864805bec51ddc",-0.0920800260864285,-0.151521175622857,-0.03263887655,0.439655172413794,37,"899394_experiment_2024-10-01_09h25.34.961.csv",0.53125,1,"fake 87",24,0,0,0,0,0,"None","None",0,NA,NA
"55","63d10ca8fca9ad7d2fbe4393",0.425843253984821,0.832010582007143,0.0196759259625,-0.154,79,"692151_experiment_2024-10-01_17h19.29.336.csv",0.5078125,1,"fake 60",6,0,0,0,0,0,"None","None",0,NA,NA
"56","63d156100e702f67d226f892",-0.0246279762035714,-0.0301587301571429,-0.01909722225,0.935294117647059,13,"713057_experiment_2024-10-01_12h26.02.830.csv",0.609375,1,"fake 62",1,0,0,0,0,0,"None","None",0,NA,NA
"57","63e6132468f99695fc58b132",0.143113425919107,0.263425925925714,0.0228009259125,0.55857740585774,28,"789405_experiment_2024-10-01_17h23.44.558.csv",0.5546875,1,"fake 77",17,0,0,0,0,0,"None","None",0,NA,NA
"58","6400e0dd862feacb579475a8",0.0822986421107143,0.0967261904714286,0.06787109375,-0.328740157480317,88,"665351_experiment_2024-10-01_17h47.48.805.csv",0.5078125,1,"fake 58",2,0,0,0,0,0,"None","None",0,NA,NA
"59","64012d43d30e0fdefe7ad5d2",0.53333333332375,1,0.0666666666475,0.376984126984127,43,"140018_experiment_2024-10-01_17h25.47.835.csv",0.59765625,1,"fake 11",4,0,0,0,0,0,"None","None",0,NA,NA
"60","6447b9633f4b280aad385306",0.491126689609107,0.983940662200714,-0.0016872829825,0.539370078740157,29,"168610_experiment_2024-10-01_17h14.17.186.csv",0.58203125,1,"fake 13",2,0,0,0,0,0,"None","None",0,NA,NA
"61","64bea5e01789a08686f95dfc",-0.00538625776232143,0.116537267087857,-0.1273097826125,0.265873015873016,51,"616011_experiment_2024-10-01_17h18.14.405.csv",0.56640625,1,"fake 54",4,0,0,0,0,0,"None","None",0,NA,NA
"62","652d5fbe9b9bfde1040a8c4d",0.0631140695571429,0.130870505014286,-0.00464236590000001,-0.32608695652174,87,"931743_experiment_2024-10-01_12h07.33.113.csv",0.54296875,1,"fake 92",3,0,0,0,0,0,"None","None",0,NA,NA
"63","6575ef5ee4594000e0c8032c",-0.0192987351258928,-0.0594308035642857,0.0208333333125,0.819672131147541,17,"538457_experiment_2024-10-01_09h18.12.516.csv",0.58203125,1,"fake 46",12,0,0,0,0,0,"None","None",0,NA,NA
"64","6577fb64d29f73c7b3a13539",-0.0370949134660714,-0.0782407528571428,0.00405092592500001,0.302904564315352,46,"398776_experiment_2024-10-01_11h31.51.304.csv",0.54296875,1,"fake 38",15,0,0,0,0,0,"None","None",0,NA,NA
"65","65c298bf5253915b97025e07",0.134465614747679,0.354167134032857,-0.0852359045375,1.095703125,8,"568413_experiment_2024-10-01_12h29.25.880.csv",0.64453125,1,"fake 48",0,0,0,0,0,0,"None","None",0,NA,NA
"66","6614459617c24f065809b075",-0.130644841279464,-0.169761904771429,-0.0915277777875,-0.412109375,91,"833455_experiment_2024-10-01_17h27.51.472.csv",0.5390625,1,"fake 82",0,0,0,0,0,0,"None","None",0,NA,NA
"67","6617a19666ca466cfdc61193",-0.12509226780375,-0.24092527635,-0.0092592592575,-0.12156862745098,76,"656335_experiment_2024-10-01_17h18.17.190.csv",0.57421875,1,"fake 56",1,0,0,0,0,0,"None","None",0,NA,NA
"68","6630fafc1401ff36ea1c5586",0.258697904852321,0.337083309717143,0.1803124999875,0.298039215686273,47,"224542_experiment_2024-10-01_17h05.59.619.csv",0.58984375,1,"fake 19",1,0,0,0,0,0,"None","None",0,NA,NA
"69","66520b99ce4da8180922c94a",0.382862103172143,0.701256613744286,0.0644675926,0.186234817813766,57,"181927_experiment_2024-10-01_17h16.18.494.csv",0.5078125,1,"fake 14",9,0,0,0,0,0,"None","None",0,NA,NA
"70","6655b1afcff232311e17a649",0.179910708614286,0.234821417228571,0.125,0.201581027667984,55,"112169_experiment_2024-10-01_17h22.42.126.csv",0.55078125,1,"fake 7",3,0,0,0,0,0,"None","None",0,NA,NA
"71","6658b4e9c99a553bdd68de24",0.176678234443661,0.490740724598571,-0.13738425571125,0.319148936170214,45,"400303_experiment_2024-10-01_17h23.59.749.csv",0.515625,1,"fake 39",21,0,0,0,0,0,"None","None",0,NA,NA
"72","6658bb116039705479385bb3",0.0778769778178572,0.155753955635714,0,0.068273092369477,60,"060140_experiment_2024-10-01_17h23.18.959.csv",0.52734375,1,"fake 2",7,0,0,0,0,0,"None","None",0,NA,NA
"73","6658d4eb6a1df274ee6349a6",0.0612574209553571,0.124285681585714,-0.00177083967500001,0.42,38,"902223_experiment_2024-10-01_17h23.33.522.csv",0.5703125,1,"fake 88",6,0,0,0,0,0,"None","None",0,NA,NA
"74","666208dc57b332c5dbcaac25",-0.0356359008794643,-0.00995779802142856,-0.0613140037375,-0.392156862745098,90,"146159_experiment_2024-10-01_17h10.31.680.csv",0.58984375,1,"fake 12",1,0,0,0,0,0,"None","None",0,NA,NA
"75","6664a7ef93061c71884c8599",0.595297619052857,0.956428571430714,0.234166666675,1.31372549019608,5,"813349_experiment_2024-10-01_17h18.07.913.csv",0.60546875,1,"fake 80",1,0,0,0,0,0,"None","None",0,NA,NA
"76","6666c3db060bd8e20ca975cd",0.484267526455357,0.980687830685714,-0.012152777775,1.24206349206349,7,"241087_experiment_2024-10-01_17h22.23.938.csv",0.640625,1,"fake 20",4,0,0,0,0,0,"None","None",0,NA,NA
"77","6668960872498f269966bfb2",0.0993799603267857,0.329431216928571,-0.130671296275,0.0840000000000014,59,"025344_experiment_2024-10-01_17h29.26.529.csv",0.53125,1,"fake 1",6,0,0,0,0,0,"None","None",0,NA,NA
"78","66757cddd8d92a5cbfda353f",0.0228587817991071,0.00879628318571429,0.0369212804125,-0.30511811023622,85,"119102_experiment_2024-10-01_12h12.25.705.csv",0.56640625,1,"fake 8",2,0,0,0,0,0,"None","None",0,NA,NA
"79","667838e96d90a3a997356d2a",0.559102146754107,0.964285714285714,0.1539185792225,0.519607843137255,32,"692284_experiment_2024-10-01_17h16.53.626.csv",0.54296875,1,"fake 61",1,0,0,0,0,0,"None","None",0,NA,NA
"80","667c0ab0556ac92e2d6db642",0.0168154761923214,0.0546957671971429,-0.0210648148125,0.37890625,42,"770342_experiment_2024-10-01_17h28.18.128.csv",0.59765625,1,"fake 74",0,0,0,0,0,0,"None","None",0,NA,NA
"81","66919a02a5d3fddda5c003c4",0.391570158662857,0.783440337300714,-0.000300019975000003,0.729249011857709,22,"596241_experiment_2024-10-01_17h15.23.253.csv",0.58984375,1,"fake 52",3,0,0,0,0,0,"None","None",0,NA,NA
"82","669289ddb97500a3b6f6dce4",0.376736111119643,0.689814814814286,0.063657407425,0.460629921259843,35,"257508_experiment_2024-10-01_17h06.34.703.csv",0.6171875,1,"fake 22",2,0,0,0,0,0,"None","None",0,NA,NA
"83","6693a111b045d47b5cb2cd52",0.402573560626607,0.921420686140714,-0.1162735648875,-0.434262948207172,93,"079399_experiment_2024-10-01_17h15.05.570.csv",0.515625,1,"fake 6",5,0,0,0,0,0,"None","None",0,NA,NA
"84","66999f66d94c8f3b06b047de",0.0807451859467857,0.239773682698571,-0.078283310805,-0.0699588477366255,72,"367509_experiment_2024-10-01_12h16.37.670.csv",0.4921875,1,"fake 34",13,0,0,0,0,0,"None","None",0,NA,NA
"85","669f8db3728d1287a9b052b0",-0.0465443121794643,-0.103968253971429,0.0108796296125,0.333333333333334,44,"313223_experiment_2024-10-01_17h48.46.698.csv",0.52734375,1,"fake 26",19,0,0,0,0,0,"None","None",0,NA,NA
"86","66a25a89e7ced6f13f96ee1e",0.405518740700536,0.851602802588571,-0.0405653211875,0.287698412698413,48,"778158_experiment_2024-10-01_17h11.42.094.csv",0.5625,1,"fake 76",4,0,0,0,0,0,"None","None",0,NA,NA
"87","66a7befcf3b5e244a0370b0a",0.106756250365714,0.210677443281429,0.00283505745000001,0.279116465863455,49,"569460_experiment_2024-10-01_17h08.08.078.csv",0.515625,1,"fake 49",7,0,0,0,0,0,"None","None",0,NA,NA
"88","66a7e6f1c183d5d810af5e70",0.0859374803116071,0.145833293985714,0.0260416666375,0.405882352941177,41,"659413_experiment_2024-10-01_17h20.27.818.csv",0.58203125,1,"fake 57",1,0,0,0,0,0,"None","None",0,NA,NA
"89","66aa422e7db861629d0a7ddf",-0.27217000698125,-0.3703816771,-0.1739583368625,-0.0267489711934168,69,"349565_experiment_2024-10-01_17h21.01.243.csv",0.546875,1,"fake 30",13,0,0,0,0,0,"None","None",0,NA,NA
"90","66aba420ff3e6b366e465ffc",0.123933531745357,-0.205489417994286,0.453356481485,0.414979757085021,39,"741787_experiment_2024-10-01_17h27.55.302.csv",0.54296875,1,"fake 66",9,0,0,0,0,0,"None","None",0,NA,NA
"91","66b1eb08a154c8f8beec5846",0.239947525470536,0.419663762928571,0.0602312880125,0.972332015810277,11,"975240_experiment_2024-10-01_17h31.09.255.csv",0.609375,1,"fake 97",3,0,0,0,0,0,"None","None",0,NA,NA
"92","66be7301e7d69c455ad941e2",0.147743044712321,0.339814778987143,-0.0443286895625,0.563291139240507,27,"574339_experiment_2024-10-01_17h29.16.911.csv",0.5390625,1,"fake 50",19,0,0,0,0,0,"None","None",0,NA,NA
"93","66beecc36f5efc681981933f",0.236480795149821,0.461758760112143,0.0112028301875,1.01068376068376,10,"330390_experiment_2024-10-01_17h07.07.063.csv",0.546875,1,"fake 27",22,0,0,0,0,0,"None","None",0,NA,NA
"94","66c4940e1ea4fb1d01988e88",0.419994941477679,0.857142857142857,-0.0171529741875,0.874509803921567,14,"288166_experiment_2024-10-01_17h24.07.056.csv",0.58984375,1,"fake 24",1,0,0,0,0,0,"None","None",0,NA,NA
"95","66c73aea2a64da0ee5baa918",0.0662036976294643,0.124074047821429,0.0083333474375,0.51004016064257,33,"871566_experiment_2024-10-01_17h26.19.475.csv",0.56640625,1,"fake 84",7,0,0,0,0,0,"None","None",0,NA,NA
"96","66d1f88853da09348a20fbe8",0.447619047622857,0.883015873020714,0.012222222225,-0.0308641975308639,70,"952591_experiment_2024-10-01_12h17.26.745.csv",0.51171875,1,"fake 94",13,0,0,0,0,0,"None","None",0,NA,NA
"97","66f0aa8ae120b6df7b9b6f59",0.107002289341071,0.237037010807143,-0.023032432125,0.618257261410788,24,"224113_experiment_2024-10-01_12h19.09.416.csv",0.546875,1,"fake 18",15,0,0,0,0,0,"None","None",0,NA,NA
"98","66f4ac3610034d063f63c38e",0.253194046049911,0.351071232928571,0.15531685917125,-0.183999999999999,81,"361493_experiment_2024-10-01_17h04.54.694.csv",0.54296875,1,"fake 32",6,0,0,0,0,0,"None","None",0,NA,NA
"99","66f7be4e7b8727097039069e",-0.00342156031964286,-0.0438114683642857,0.036968347725,-0.0118110236220463,68,"130285_experiment_2024-10-01_12h23.59.558.csv",0.5546875,1,"fake 10",2,0,0,0,0,0,"None","None",0,NA,NA
"100","66fafe2f993dfb430b808f37",-0.0825106591589286,-0.147554347842857,-0.017466970475,-0.894977168949771,99,"777374_experiment_2024-10-01_12h27.27.721.csv",0.4296875,1,"fake 75",37,0,0,0,0,0,"None","None",0,NA,NA
"101","57f3f1d73c11ac0001ce6da3",0.04669528174375,0.08778328355,0.0056072799375,-0.240343347639485,75,"588187_experiment_2024-10-17_17h41.29.994.csv",0.50390625,2,"5c0ec45b05ed100001f7861e",23,0.0756531084651786,0.155357142842857,-0.00405092591249999,0.791338582677167,19,"547301_experiment_2024-10-01_09h27.46.386.csv",NA,1,0.62109375,2
"102","598971de71fb500001aaa40c",-0.0651288490133929,-0.0720106533642857,-0.0582470446625,0.884453781512606,20,"947859_experiment_2024-10-17_17h18.07.034.csv",0.60546875,2,"606f7c477740aa708877c818",18,0.5114893411375,0.99979822365,0.023180458625,1.0469387755102,9,"387593_experiment_2024-10-01_17h21.02.760.csv",NA,1,0.62890625,11
"103","5a8d9bd3eea3d300016eb7f9",0.213334986763929,0.366137566127857,0.0605324074,0.974409448818896,18,"266584_experiment_2024-10-17_18h29.58.515.csv",0.62890625,2,"6658b4e9c99a553bdd68de24",2,0.176678234443661,0.490740724598571,-0.13738425571125,0.319148936170214,45,"400303_experiment_2024-10-01_17h23.59.749.csv",NA,1,0.515625,21
"104","5be373e07e3c9b0001c4d434",0.4825,1,-0.035,0.866379310344827,21,"903638_experiment_2024-10-17_17h14.53.834.csv",0.5859375,2,"6666c3db060bd8e20ca975cd",24,0.484267526455357,0.980687830685714,-0.012152777775,1.24206349206349,7,"241087_experiment_2024-10-01_17h22.23.938.csv",NA,1,0.640625,4
"105","5c2ebf3e626018000134986f",0.00292405614375001,0.03954955935,-0.0337014470625,-0.311764705882354,77,"275052_experiment_2024-10-17_17h14.00.280.csv",0.5,2,"604fa685e33606f9a0ee8189",1,0.4024636243475,0.822751322745,-0.01782407405,1.837890625,2,"956294_experiment_2024-10-01_19h07.01.974.csv",NA,1,0.68359375,0
"106","5c4b4d5c2cfe4d00018485cc",0.441278100646071,0.879894160717143,0.002662040575,-0.0714285714285712,64,"592004_experiment_2024-10-17_17h29.23.894.csv",0.54296875,2,"60dc84c1e594bb1151e400a6",4,0.502126660425,0.99961728535,0.00463603549999999,1.69123505976096,3,"364500_experiment_2024-10-01_17h27.14.543.csv",NA,1,0.6328125,5
"107","5c6ac9e5d9c5be000174497f",0.179976851856786,0.459259259263571,-0.09930555555,1.29535864978903,6,"347323_experiment_2024-10-17_12h37.58.322.csv",0.58984375,2,"5bc0ac845a09ea00012e2d30",19,0.303098601800179,0.645682156362857,-0.0394849527625,0.943999999999999,12,"715330_experiment_2024-10-01_12h05.52.658.csv",NA,1,0.63671875,6
"108","5c8249a1fff8430014e992fe",0.55671296295625,0.94814814815,0.1652777777625,0.108333333333333,49,"445918_experiment_2024-10-17_17h30.17.573.csv",0.5546875,2,"66c73aea2a64da0ee5baa918",16,0.0662036976294643,0.124074047821429,0.0083333474375,0.51004016064257,33,"871566_experiment_2024-10-01_17h26.19.475.csv",NA,1,0.56640625,7
"109","5cf510ccb0bafb00161ffd56",0.0167162601258929,0.0100528853142857,0.0233796349375,0.331999999999999,42,"612179_experiment_2024-10-17_17h12.48.630.csv",0.58984375,2,"5e9af03313028a17f82e1631",6,0.360209456507857,0.707569820535714,0.01284909248,0.581673306772908,26,"527483_experiment_2024-10-01_17h25.19.698.csv",NA,1,0.5625,5
"110","5d544c78ee3a4700164ee73f",0.213090277759643,0.432499999994286,-0.00631944447500001,-0.402892561983471,81,"921404_experiment_2024-10-17_17h33.13.790.csv",0.49609375,2,"5997043dbbe84800017964a7",14,0.191855158724286,0.370238095223571,0.013472222225,0.472332015810277,34,"358535_experiment_2024-10-01_17h19.18.245.csv",NA,1,0.58203125,3
