parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,obs_AC_trials,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_failStep1_keyresp.keys,p_failStep1_keyresp.rt,p_failStep1_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,p_step2_keyresp.rt,p_step2_keyresp.duration,obs_instructions_1_key.keys,obs_instructions_1_key.rt,obs_instructions_1_key.duration,obs_instructions_2_key.keys,obs_instructions_2_key.rt,obs_instructions_2_key.duration,obs_stim_left,obs_stim_right,obs_step1_key,obs_step1_RT,obs_step2_forest,obs_step2_basket,obs_step2_RT,obs_mult,obs_points,obs_score,obs_AC_flag,obs_AC_step1_flag,obs_AC_step2_flag,obs_AC_mistake_flag,obs_AC_no_answer_flag,obs_AC_step2_no_answer_flag,obs_AC_counter,good_answer,obs_attention_check_fail,obs.thisRepN,obs.thisTrialN,obs.thisN,obs.thisIndex,obs.ran,obs_attention_check_step2_keyresp.keys,obs_attention_check_step1_keyresp.keys,obs_attention_check_step1_keyresp.rt,obs_attention_check_step1_keyresp.duration,obs_attention_check_step2_keyresp.rt,obs_attention_check_step2_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,t_step2_keyresp.rt,t_step2_keyresp.duration,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,t_recording.started,t_recording.stopped,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,passed_attention_check_loop.thisRepN,passed_attention_check_loop.thisTrialN,passed_attention_check_loop.thisN,passed_attention_check_loop.thisIndex,passed_attention_check_loop.ran,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631627,001,2024-10-17_12h17.37.868,experiment,2023.2.3,Win32,60.24096386,664413a1fae91cf971a208f7,670fc38c867fc5641e4771c6,671137a7316028c242a19219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.8167,,space,4,red_gnome,4,7,dark_forest,yellow_basket,pink_gnome,4,2,bright_forest,red_basket,10,0,0,1,pink_gnome,bright_forest,red_basket,1130,-2,2,9,4,76,7,1,0.6637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631627,001,2024-10-17_12h17.37.868,experiment,2023.2.3,Win32,60.24096386,664413a1fae91cf971a208f7,670fc38c867fc5641e4771c6,671137a7316028c242a19219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.7267,,space,3,green_gnome,3,0,bright_forest,red_basket,purple_gnome,3,9,dark_forest,yellow_basket,9,0,0,1,purple_gnome,dark_forest,yellow_basket,1139,2,1,9,5,77,2,1,0.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631627,001,2024-10-17_12h17.37.868,experiment,2023.2.3,Win32,60.24096386,664413a1fae91cf971a208f7,670fc38c867fc5641e4771c6,671137a7316028c242a19219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.559,,space,4,red_gnome,4,8,dark_forest,yellow_basket,pink_gnome,4,2,bright_forest,red_basket,2,0,0,1,pink_gnome,bright_forest,red_basket,1141,-3,-3,9,6,78,3,1,0.6135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631627,001,2024-10-17_12h17.37.868,experiment,2023.2.3,Win32,60.24096386,664413a1fae91cf971a208f7,670fc38c867fc5641e4771c6,671137a7316028c242a19219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8932,,space,4,pink_gnome,4,1,bright_forest,red_basket,red_gnome,4,5,dark_forest,yellow_basket,5,0,0,1,pink_gnome,bright_forest,red_basket,1146,0,1,9,7,79,7,1,0.5932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631627,001,2024-10-17_12h17.37.868,experiment,2023.2.3,Win32,60.24096386,664413a1fae91cf971a208f7,670fc38c867fc5641e4771c6,671137a7316028c242a19219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.7312,,space,1,yellow_gnome,1,6,dark_forest,yellow_basket,blue_gnome,1,1,bright_forest,red_basket,5,0,0,1,blue_gnome,bright_forest,red_basket,1151,2,-2,10,0,80,4,1,0.6093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631627,001,2024-10-17_12h17.37.868,experiment,2023.2.3,Win32,60.24096386,664413a1fae91cf971a208f7,670fc38c867fc5641e4771c6,671137a7316028c242a19219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6144,,space,3,green_gnome,3,3,bright_forest,red_basket,purple_gnome,3,4,dark_forest,yellow_basket,4,0,0,1,purple_gnome,dark_forest,yellow_basket,1155,0,2,10,1,81,2,1,0.6484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631627,001,2024-10-17_12h17.37.868,experiment,2023.2.3,Win32,60.24096386,664413a1fae91cf971a208f7,670fc38c867fc5641e4771c6,671137a7316028c242a19219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6931,,space,3,green_gnome,3,3,bright_forest,red_basket,purple_gnome,3,6,dark_forest,yellow_basket,30,0,0,1,purple_gnome,dark_forest,yellow_basket,1185,-1,-4,10,2,82,6,1,0.8255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631627,001,2024-10-17_12h17.37.868,experiment,2023.2.3,Win32,60.24096386,664413a1fae91cf971a208f7,670fc38c867fc5641e4771c6,671137a7316028c242a19219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.7448,,space,2,orange_gnome,2,2,dark_forest,yellow_basket,brown_gnome,2,2,bright_forest,red_basket,10,0,0,1,brown_gnome,bright_forest,red_basket,1195,-1,1,10,3,83,5,1,0.5777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631627,001,2024-10-17_12h17.37.868,experiment,2023.2.3,Win32,60.24096386,664413a1fae91cf971a208f7,670fc38c867fc5641e4771c6,671137a7316028c242a19219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6446,,space,2,brown_gnome,2,1,bright_forest,red_basket,orange_gnome,2,3,dark_forest,yellow_basket,5,0,0,1,brown_gnome,bright_forest,red_basket,1200,-1,3,10,4,84,5,1,0.7316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631627,001,2024-10-17_12h17.37.868,experiment,2023.2.3,Win32,60.24096386,664413a1fae91cf971a208f7,670fc38c867fc5641e4771c6,671137a7316028c242a19219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.681,,space,3,green_gnome,3,0,bright_forest,red_basket,purple_gnome,3,6,dark_forest,yellow_basket,30,0,0,1,purple_gnome,dark_forest,yellow_basket,1230,3,2,10,5,85,6,1,0.7141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631627,001,2024-10-17_12h17.37.868,experiment,2023.2.3,Win32,60.24096386,664413a1fae91cf971a208f7,670fc38c867fc5641e4771c6,671137a7316028c242a19219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7438,,space,4,pink_gnome,4,3,bright_forest,red_basket,red_gnome,4,8,dark_forest,yellow_basket,3,0,0,1,pink_gnome,bright_forest,red_basket,1233,-3,-2,10,6,86,3,1,0.7585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631627,001,2024-10-17_12h17.37.868,experiment,2023.2.3,Win32,60.24096386,664413a1fae91cf971a208f7,670fc38c867fc5641e4771c6,671137a7316028c242a19219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6761,,space,3,green_gnome,3,0,bright_forest,red_basket,purple_gnome,3,6,dark_forest,yellow_basket,6,0,0,1,purple_gnome,dark_forest,yellow_basket,1239,-1,-1,10,7,87,2,1,0.7585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631627,001,2024-10-17_12h17.37.868,experiment,2023.2.3,Win32,60.24096386,664413a1fae91cf971a208f7,670fc38c867fc5641e4771c6,671137a7316028c242a19219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8433,,space,4,pink_gnome,4,1,bright_forest,red_basket,red_gnome,4,5,dark_forest,yellow_basket,1,0,0,1,pink_gnome,bright_forest,red_basket,1240,-3,0,11,0,88,3,1,0.6944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631627,001,2024-10-17_12h17.37.868,experiment,2023.2.3,Win32,60.24096386,664413a1fae91cf971a208f7,670fc38c867fc5641e4771c6,671137a7316028c242a19219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.7917,,space,1,yellow_gnome,1,5,dark_forest,yellow_basket,blue_gnome,1,2,bright_forest,red_basket,2,0,0,1,blue_gnome,bright_forest,red_basket,1242,0,-1,11,1,89,0,1,0.6511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631627,001,2024-10-17_12h17.37.868,experiment,2023.2.3,Win32,60.24096386,664413a1fae91cf971a208f7,670fc38c867fc5641e4771c6,671137a7316028c242a19219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7943,,space,3,purple_gnome,3,4,dark_forest,yellow_basket,green_gnome,3,2,bright_forest,red_basket,20,0,0,1,purple_gnome,dark_forest,yellow_basket,1262,-1,1,11,2,90,6,1,0.3922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631627,001,2024-10-17_12h17.37.868,experiment,2023.2.3,Win32,60.24096386,664413a1fae91cf971a208f7,670fc38c867fc5641e4771c6,671137a7316028c242a19219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6317,,space,1,blue_gnome,1,1,bright_forest,red_basket,yellow_gnome,1,5,dark_forest,yellow_basket,1,0,0,1,blue_gnome,bright_forest,red_basket,1263,0,2,11,3,91,0,1,0.6771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631627,001,2024-10-17_12h17.37.868,experiment,2023.2.3,Win32,60.24096386,664413a1fae91cf971a208f7,670fc38c867fc5641e4771c6,671137a7316028c242a19219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5974,,space,3,purple_gnome,3,7,dark_forest,yellow_basket,green_gnome,3,1,bright_forest,red_basket,7,0,0,1,purple_gnome,dark_forest,yellow_basket,1270,-1,-1,11,4,92,2,1,0.5756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631627,001,2024-10-17_12h17.37.868,experiment,2023.2.3,Win32,60.24096386,664413a1fae91cf971a208f7,670fc38c867fc5641e4771c6,671137a7316028c242a19219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6116,,space,4,pink_gnome,4,0,bright_forest,red_basket,red_gnome,4,6,dark_forest,yellow_basket,0,0,0,1,pink_gnome,bright_forest,red_basket,1270,-2,-3,11,5,93,7,1,0.6953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631627,001,2024-10-17_12h17.37.868,experiment,2023.2.3,Win32,60.24096386,664413a1fae91cf971a208f7,670fc38c867fc5641e4771c6,671137a7316028c242a19219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.8466,,space,1,yellow_gnome,1,3,dark_forest,yellow_basket,blue_gnome,1,2,bright_forest,red_basket,2,0,0,1,blue_gnome,bright_forest,red_basket,1272,-1,-3,11,6,94,0,1,0.6955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631627,001,2024-10-17_12h17.37.868,experiment,2023.2.3,Win32,60.24096386,664413a1fae91cf971a208f7,670fc38c867fc5641e4771c6,671137a7316028c242a19219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.793,,space,4,red_gnome,4,0,dark_forest,yellow_basket,pink_gnome,4,1,bright_forest,red_basket,5,0,0,1,pink_gnome,bright_forest,red_basket,1277,0,1,11,7,95,7,1,0.8439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631627,001,2024-10-17_12h17.37.868,experiment,2023.2.3,Win32,60.24096386,664413a1fae91cf971a208f7,670fc38c867fc5641e4771c6,671137a7316028c242a19219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7992,,space,1,blue_gnome,1,1,bright_forest,red_basket,yellow_gnome,1,1,dark_forest,yellow_basket,1,0,0,1,blue_gnome,bright_forest,red_basket,1278,4,-3,12,0,96,0,1,0.7125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631627,001,2024-10-17_12h17.37.868,experiment,2023.2.3,Win32,60.24096386,664413a1fae91cf971a208f7,670fc38c867fc5641e4771c6,671137a7316028c242a19219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7113,,space,2,brown_gnome,2,5,bright_forest,red_basket,orange_gnome,2,2,dark_forest,yellow_basket,5,0,0,1,brown_gnome,bright_forest,red_basket,1283,-1,-1,12,1,97,1,1,0.8558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631627,001,2024-10-17_12h17.37.868,experiment,2023.2.3,Win32,60.24096386,664413a1fae91cf971a208f7,670fc38c867fc5641e4771c6,671137a7316028c242a19219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.7515,,space,3,green_gnome,3,4,bright_forest,red_basket,purple_gnome,3,1,dark_forest,yellow_basket,1,0,0,1,purple_gnome,dark_forest,yellow_basket,1284,4,2,12,2,98,2,1,0.7421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631627,001,2024-10-17_12h17.37.868,experiment,2023.2.3,Win32,60.24096386,664413a1fae91cf971a208f7,670fc38c867fc5641e4771c6,671137a7316028c242a19219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6885,,space,2,brown_gnome,2,8,bright_forest,red_basket,orange_gnome,2,3,dark_forest,yellow_basket,40,0,0,1,brown_gnome,bright_forest,red_basket,1324,1,-3,12,3,99,5,1,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631627,001,2024-10-17_12h17.37.868,experiment,2023.2.3,Win32,60.24096386,664413a1fae91cf971a208f7,670fc38c867fc5641e4771c6,671137a7316028c242a19219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.7949,,space,3,green_gnome,3,9,bright_forest,red_basket,purple_gnome,3,0,dark_forest,yellow_basket,0,0,0,1,purple_gnome,dark_forest,yellow_basket,1324,1,0,12,4,100,6,1,0.8476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
